strain_id,strain_code,strain_name,genus,species,origin,environment,n_colonies,n_replicate_wells,timepoint_h,area_median,area_mean,area_var,area_sd,l_median,l_mean,l_var,l_sd,a_median,a_mean,a_var,a_sd,b_median,b_mean,b_var,b_sd
71,TFCN_7W-292-3,7W-292-3 BY53-A7,Rhodotorula,Rhodotorula dairenensis,China,marsh_tidalflat,4,4,87.0,25194.0,27864.5,145938107.66666666,12080.484579132853,75.4190780161906,75.0758385882337,1.3204451875379235,1.149106255982415,6.776712520625436,7.022183102654656,4.160847050703289,2.0398154452555968,2.956282126531745,2.74148349440243,2.562448774704841,1.6007650591841518
282,DBVPG_6195,6195,Rhodotorula,Rhodotorula diobovata,Italy,marine,4,4,90.0,17599.5,16866.5,6214055.0,2492.8006338253367,77.10025702069908,76.99815375680134,0.421332740910007,0.649101487373128,6.30019993634863,6.100494659006299,0.2821050745898419,0.5311356461299146,3.757110469877084,3.7843679027748767,0.061765198960470696,0.24852605288072052
291,DBVPG_6202,6202,Rhodotorula,Rhodotorula diobovata,Italy,marine,4,4,90.0,23942.0,21985.75,42295074.916666664,6503.4663769920935,77.95055485632358,77.42911975039786,2.0607925991607963,1.4355460978877677,6.059097300768104,5.778742124648087,0.9434758594864828,0.971326855124722,2.737039013366571,2.7091103680635276,0.22509764743367974,0.474444567292829
324,NRRL_Y-7196,Y7196,Rhodotorula,Rhodotorula diobovata,America,unknown,1,1,90.0,17646.0,17646.0,,,73.28009501980407,73.28009501980407,,,5.884739375972503,5.884739375972503,,,4.3357220664183345,4.3357220664183345,,
120,TFCN_17-334Y-6,17-334Y-6 BY116-F9,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,90.0,20771.0,17147.5,161808429.66666666,12720.394241794027,75.17269285206993,73.91602412225939,14.501619336518594,3.8080991762976177,8.22015246746334,7.143333400365431,17.983414408102664,4.240685605901794,3.001400753072553,2.885707547686719,3.38748757488183,1.8405128564837112
297,TFCN_211C_2,211C-2 BY37-F3,Rhodotorula,Rhodotorula diobovata,China,,2,2,90.0,5756.0,5756.0,23598450.0,4857.823586751581,76.54338241698639,76.54338241698639,0.4543223849614267,0.6740344093304337,7.646749301286837,7.646749301286837,0.982309115265279,0.9911150867912762,3.4092366028159127,3.4092366028159127,2.4490086037620116,1.5649308622945652
111,TFCN_25-335C-1,25-335C-1 BY120-B5,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,90.0,17483.5,18929.25,44640520.916666664,6681.356218363654,75.92542196272183,75.42467650486266,5.216435768430908,2.28395178767655,9.765913146454697,9.770585824895193,0.3152897462264917,0.5615066751397455,4.475849596181252,3.7243538795539983,3.0596714516769814,1.7491916566451435
91,TFCN_25-335P-1,25-335P-1 BY120-A5,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,90.0,16868.0,18722.25,28976590.91666666,5382.990889521053,75.82173366902467,75.49149578296432,1.1007809077293225,1.0491810652739224,8.465408976745277,8.670085655318905,2.556174159520292,1.598803977828518,4.381516239392042,4.470934550564623,0.5124105289401596,0.7158285611374833
44,TFCN_7-9-2,7-9-2,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,87.0,19145.0,18514.5,6212481.000000001,2492.4849046684317,75.80458498157986,75.13131103496909,3.5579490385288515,1.8862526444060592,6.875650984647458,7.117743712128879,1.0755785888583995,1.0371010504567042,3.3989218060309963,3.317268269376064,4.72799815662441,2.1743960441061354
17,TFCN_7-9-3,7-9-3,Rhodotorula,Rhodotorula diobovata,China,marsh_tidalflat,4,4,87.0,22025.5,23728.25,47357328.916666664,6881.666143941208,75.2754389103184,74.93026000685842,4.8128434086714265,2.193819365552102,7.83982249978421,8.215812008755874,4.2709061662999925,2.0666170826498056,5.073990343682144,4.890619659182977,0.598384559856504,0.7735532042830047
270,TFCN_7_6_3,7-6-2003,Rhodotorula,Rhodotorula diobovata,China,,4,4,90.0,34582.0,33779.0,16754172.0,4093.1860451242624,77.62133427878504,77.58484803733326,0.02627534445893796,0.1620967132885117,5.592950788073772,5.197269762774002,0.9375578055116859,0.9682756867296038,4.548879004637524,4.068650878761532,1.0338020368559004,1.016760560238201
327,NRRL_Y-48721,Y48721,Rhodotorula,Rhodotorula evergladensis,America,,4,4,90.0,27963.5,28150.25,74912966.91666667,8655.22772182608,74.85947638394853,74.75814220236374,1.6756092059165768,1.2944532459369,10.678493856367503,10.511099653827383,0.7829315646994551,0.8848342018137947,3.9960059070107636,3.9514941900805516,0.10454914324740634,0.3233405994418368
184,DBVPG_3380,3380,Rhodotorula,Rhodotorula glutinis,Italy,plant,1,1,90.0,1499.0,1499.0,,,72.07732506096241,72.07732506096241,,,7.75438147646973,7.75438147646973,,,7.247290558910291,7.247290558910291,,
187,DBVPG_3985,3985,Rhodotorula,Rhodotorula glutinis,Italy,cave,1,1,90.0,651.0,651.0,,,71.63804277130617,71.63804277130617,,,6.297634329728796,6.297634329728796,,,5.510563482445741,5.510563482445741,,
314,DBVPG_6081,6081,Rhodotorula,Rhodotorula glutinis,Italy,air_cloud,3,2,90.0,16154.0,19080.333333333332,40219352.33333334,6341.872935760645,73.96299086064668,74.13012265623452,1.0257716227119622,1.0128038421688388,0.6174282063907965,3.5747492933465015,27.382658754259793,5.232844231797827,1.996818790110455,2.404540253792109,1.5604079368728652,1.249162894450866
294,DBVPG_6083,6083,Rhodotorula,Rhodotorula graminis,Italy,plant,2,2,90.0,10144.5,10144.5,33382620.5,5777.7695090752795,75.25597805868354,75.25597805868354,3.9476160691828315,1.9868608580327993,8.018963981485243,8.018963981485243,23.245451353247955,4.821353684728797,3.250058132949196,3.250058132949196,14.806482011566448,3.8479191794483483
320,NRRL_Y-2474,Y2474,Rhodotorula,Rhodotorula graminis,America,plant,3,3,90.0,7083.0,7313.333333333333,5194960.333333334,2279.2455623151563,77.1578137604939,77.09985590092019,0.03232338968614605,0.17978706762764127,4.300035186706019,4.156143688344827,0.3443197818368612,0.5867876803724335,4.433710437191585,4.321223032745384,0.6349905157069499,0.7968629215285085
128,TFCN_17-0-2E329-4,17-0-2E329-4 BY115-C8,Rhodotorula,Rhodotorula graminis,China,marsh_tidalflat,1,1,90.0,28778.0,28778.0,,,77.34889739495381,77.34889739495381,,,5.813789337188041,5.813789337188041,,,1.8735394562325092,1.8735394562325092,,
311,DBVPG_10383,10383,Rhodotorula,Rhodotorula kratochvilovae,Italy,soil,4,4,90.0,17707.5,18416.75,18506004.916666668,4301.8606342682315,73.93387813612935,73.99376488865441,0.7714383400777115,0.8783156266842299,5.6157963767736465,5.7375689527023805,0.23254038585343026,0.4822244144103762,7.756407706626566,7.455710480919453,2.070989080913751,1.439093145322342
284,DBVPG_10753,10753,Rhodotorula,Rhodotorula kratochvilovae,Italy,built env,4,4,90.0,19255.5,18905.5,8670790.999999998,2944.6206886456525,76.92476184808277,76.96662202767347,0.21850816209483645,0.46744856625604964,3.257803290186698,3.2389830732211453,0.019728468204957918,0.14045806564579308,5.558156512795182,5.487141036262342,0.3716993053177194,0.6096714732687756
310,DBVPG_7539,7539,Rhodotorula,Rhodotorula kratochvilovae,Italy,unknown,4,4,90.0,18821.0,17804.5,11540800.999999998,3397.1754443949458,76.53175727561032,76.73637921179805,0.3544958174277641,0.5953955134427569,4.0839291201375385,4.016261935206863,0.10578725165732816,0.32524952214773223,4.50551010376265,4.553489056682844,0.6488346413558991,0.8055027258525567
317,DBVPG_10619,10619,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,31675.5,30460.5,55379364.333333336,7441.731272582566,73.98179544461844,73.94152505242471,0.5371554694029222,0.732908909348851,11.234640282234546,11.32753847516807,1.7089616211314407,1.3072725886866292,4.687670748483258,4.7228223883328315,1.031975396064017,1.0158618981259298
293,DBVPG_10780,10780,Rhodotorula,Rhodotorula mucilaginosa,Italy,snow_ice,4,4,90.0,33123.5,30427.5,54132516.33333334,7357.480297855601,73.88058392331871,74.13118479256391,1.0258129779038452,1.0128242581533309,11.963555313458135,12.042055838130796,0.376706059054667,0.6137638463241925,4.601999299500936,4.884121884216908,0.618875351505191,0.786686310739669
268,DBVPG_10842,10842,Rhodotorula,Rhodotorula mucilaginosa,Italy,snow_ice,4,4,90.0,25332.0,27517.75,27717448.25,5264.736294440587,77.19091488707647,76.94273927739215,1.036772005117262,1.018220018030122,7.692430353272051,7.610802732677939,0.8883231093371462,0.9425089439029989,0.8083424486369284,0.8291868726286428,0.05250535187435992,0.22914046319748924
277,DBVPG_10882,10882,Rhodotorula,Rhodotorula mucilaginosa,Italy,rock,4,4,90.0,15044.0,14602.75,8847918.25,2974.5450492470272,75.96525523041889,75.9590672477843,0.26811741429437846,0.517800554552019,8.99794995778669,9.026856791322896,0.29869446881106254,0.5465294766168267,2.071545638648997,2.1523747192131766,0.383459395221789,0.6192409831574369
286,DBVPG_10886,10886,Rhodotorula,Rhodotorula mucilaginosa,Italy,rock,4,4,90.0,18574.5,18843.25,2284802.9166666665,1511.5564550047961,77.62195333731515,77.62959373034974,0.005762494468305856,0.07591109581810722,11.586273142655493,11.66586056925211,0.0360037858108942,0.18974663583551146,0.7864643515215208,0.7764143757868935,0.012617083487442041,0.1123257917285342
295,DBVPG_10937,DBVPG 10937,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,45609.0,39912.75,205514404.91666666,14335.773607192137,74.02979919810792,74.26730128441848,0.6297034627792505,0.793538570442074,11.262415619195401,11.477442262306592,0.5629023745933511,0.7502682017741064,4.40422933093671,4.393394992647975,0.09212950827687356,0.30352843075546243
201,DBVPG_3044,DBVPG 3044,Rhodotorula,Rhodotorula mucilaginosa,Italy,unknown,3,3,90.0,22920.0,28383.0,326205607.0,18061.162947052995,74.13249814717753,73.53472672026798,1.210615853493366,1.1002798977957227,7.072251398240331,7.747286805057892,2.2976477368033907,1.5157993722136813,2.5242400074056093,2.5813158068823783,0.0628742442413034,0.2507473713547231
210,DBVPG_3045,3045,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,20972.0,23018.5,26133151.0,5112.059369764792,75.04089937270464,74.9389701498666,0.33011279781863395,0.5745544341649744,5.642648247133869,5.601930231202035,0.2701758170181168,0.5197843947427787,2.3020211976438834,2.435293605201147,0.21107618764975014,0.4594302859517972
219,DBVPG_3090,3090,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,31281.0,31837.5,14881782.333333338,3857.691321675872,74.32028631349036,74.21514125918168,0.15165401916844284,0.38942780995769016,11.626763592301582,11.634058548575666,0.11005298438532124,0.33174234638544603,5.2036294448819245,5.129993711010888,0.05352494840575512,0.23135459452052193
228,DBVPG_3235,3235,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,32204.5,29671.75,34030081.58333333,5833.53079903872,77.14129038121177,77.02226212067573,1.5716123740262784,1.2536396507873697,6.450287015412961,6.200215208135359,0.2804404952826613,0.5295663275574282,2.1687757914327643,2.148689718849778,0.022716936683807514,0.15072138761240064
249,DBVPG_3236,3236,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,2,2,90.0,14482.5,14482.5,1547040.5,1243.800828107137,79.53643044508067,79.53643044508067,0.08969963242500459,0.2994989689882164,3.1558737304863973,3.1558737304863973,0.07622713887236131,0.2760926273415524,-1.2394626177871904,-1.2394626177871904,0.010612206661359282,0.10301556514119253
237,DBVPG_3237,3237,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,30266.0,30602.0,1450501.3333333328,1204.3676072251913,76.87655172369773,76.78410074585983,0.22980387650349665,0.4793786358438355,9.362784994395051,9.341469145948842,0.040694519692399504,0.20172882712294618,0.8498421904705122,0.8057394392824102,0.04090564799532865,0.20225144744927945
166,DBVPG_3238,3238,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,23576.0,27608.0,97067653.33333333,9852.29178076519,74.67671215112324,74.6041787512554,0.07322682614542986,0.27060455677137046,7.314326914650782,8.045209002088168,2.906059604585538,1.70471686933213,3.6745906033539724,3.684258874006968,0.28146295645275204,0.5305308251673526
175,DBVPG_3239,3239,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,16393.5,20167.5,78305869.66666667,8849.060383264807,72.70451225150809,73.04715496762326,1.3647578868507833,1.1682285250972018,7.141958562906476,8.340594867574685,8.79537226827245,2.965699288240878,3.7913600379879178,4.61637818431109,3.4864492056200724,1.867203579050788
193,DBVPG_3381,3381,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,3,90.0,38303.0,38588.0,10997736.0,3316.283461949536,75.23144914254132,75.02385194150223,0.40882230579182016,0.6393921377306888,9.829374885483007,9.802774706466266,0.03322673396111935,0.18228201765703428,4.147271946786002,4.126582513678604,0.04976072322513731,0.22307111696752072
202,DBVPG_3382,3382,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,32058.0,35094.25,104131896.25,10204.503723846643,73.56037032515584,73.51210604855268,0.11754404136548417,0.3428469649355003,11.300121689454226,11.17748655140613,0.24266482250010443,0.49261021355642276,4.600086065883884,4.576355878505075,0.06403005498306079,0.2530416072171942
211,DBVPG_3383,3383,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,27318.5,26667.75,37556958.25,6128.373213994069,73.34924563281672,73.36782432997006,0.4402491880039395,0.6635127640098113,11.439145059870398,11.385395928226364,3.0070871550893883,1.7340954861510331,4.8967062313399365,4.913713536236683,0.06074398070971008,0.2464629398301296
220,DBVPG_3384,3384,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,29876.5,27386.75,58667494.25000001,7659.470885772725,74.01808954694141,73.88366007458197,1.0183171199169705,1.0091170001129555,11.197734454946943,10.701549776621833,1.311836736415323,1.145354415198773,4.452289972732099,4.5914262211293195,0.4653370175117773,0.682156153319588
229,DBVPG_3442,3442,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,26375.5,26586.5,21926409.66666666,4682.564432729854,75.65946077836499,75.66466537108255,7.523777175470514,2.7429504507866187,7.631433228198203,7.885285250250931,1.9632986630429972,1.4011775986801234,2.8881634106571075,2.967498309655095,1.1929497292821332,1.0922223808740292
238,DBVPG_3443,3443,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,22127.5,23936.75,42182542.25,6494.808869397159,73.36688091196773,73.43934723486763,0.12008831765594295,0.346537613623605,9.607996865426182,9.835049747093066,1.6502665427801142,1.2846270053132598,4.995435870336568,5.016203943207056,0.04834758770057027,0.21988084887177026
167,DBVPG_3444,3444,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,25785.0,26771.75,46457308.916666664,6815.959867595075,76.21085432940806,75.97944909950743,0.6182653561953557,0.7862985159564755,6.027287814783011,7.281512468998858,7.260980957310406,2.6946207446151687,2.35154981864073,2.172609542815973,0.32272870043857615,0.5680921584026453
258,DBVPG_3445,3445,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,32566.5,30514.5,45650260.33333334,6756.497638076501,76.16933949003305,75.79346936563168,1.062464295265354,1.0307590869186427,10.689424165218327,10.559547211114364,0.1802944202648249,0.4246109045524207,0.9767113077754352,1.5662165531155126,1.9643578651698819,1.4015555162639408
267,DBVPG_3446,3446,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,34254.5,52760.25,1932278123.5833333,43957.68560312671,75.35994822725921,75.38513991004993,0.968060018941361,0.983900411089131,5.872109587129831,5.252832614465387,7.017845489498313,2.649121644903894,3.0913043672748497,2.4612345870656247,2.1503286863471587,1.4663999066922906
176,DBVPG_3538,3538,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,30930.5,31009.75,409970878.9166667,20247.737624649988,73.37554623637736,73.47617864689929,0.21779958228546525,0.4666900280544521,9.053249600150277,8.917831111257232,1.5193225286707968,1.2326080190680233,5.075277393176824,5.0570418772875465,0.3644933417811382,0.6037328397405082
239,DBVPG_3774,3774,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,23052.5,23282.0,155405268.66666666,12466.16495425384,76.68630255842781,76.64460133742651,1.0815830982520456,1.0399918741278922,6.262635058883415,6.14773361231561,0.8312532225627881,0.9117308937196261,0.21989379611827564,0.20970801772681458,0.14747466571849263,0.38402430355186196
168,DBVPG_3775,3775,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,20575.5,21191.0,30329004.666666668,5507.17755902846,74.2307633732892,74.80324584573066,1.8978522677063825,1.377625590538439,8.9125606993323,9.077455797389625,0.2129947059838324,0.4615134949097723,2.259619285553882,2.3691286685218085,0.8117812694622532,0.9009890506894371
177,DBVPG_3776,3776,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,26376.0,26971.0,2256938.0,1502.310886601039,75.55860063937878,75.62020690043173,0.21157546692341556,0.4599733328394327,9.523140596007687,9.536769712853658,0.013251324608265233,0.11511439791904934,1.0462426673214287,1.0651151351723842,0.019670400782885913,0.14025120599440816
186,DBVPG_3777,3777,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,28062.0,28248.5,10351648.999999998,3217.39786162669,74.35631271694082,74.39085432812405,0.1482097324256471,0.38498017147074876,9.987357887903864,9.978132545114176,0.014820615441379135,0.1217399500631536,1.618205954480878,1.5563316148786477,0.035542448478707266,0.18852704972684228
276,DBVPG_3778,3778,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,30596.5,28218.75,43790656.25,6617.45088761526,75.26699958689645,75.20173393519991,0.7472058290624469,0.8644106831029142,9.730263535463246,9.483012458077894,0.3843332174372818,0.6199461407552126,1.3570576224873454,1.3124474567491662,0.01637958565571254,0.12798275530598854
285,DBVPG_3780,3780,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,24192.0,23843.75,6160602.249999999,2482.056052952874,75.69394563175007,75.73155128701937,0.22688463332187248,0.47632408433950985,10.474431750146675,10.40140466230488,0.05340230590201342,0.231089389418929,1.6657575748827536,1.6632058233095577,0.05670363796855326,0.2381252568892121
204,DBVPG_3854,3854,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,3,90.0,22435.0,18735.25,151065875.58333334,12290.885874636268,74.92540420722605,74.46811222290907,1.495528467581453,1.2229180134340376,7.332329814802058,7.0075385694665515,1.936907136807231,1.3917281116680913,2.530684290798363,2.5243597871001695,1.8824318524379615,1.372017438824289
213,DBVPG_3855,3855,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,26360.0,24782.5,21491983.0,4635.944671800991,75.41198237740642,75.42999595608268,0.0330039029130565,0.1816697633428758,7.36344095605171,7.360912051883384,0.01822655225553135,0.13500574897215062,3.2612832036312653,3.234469837164653,0.014966337110993882,0.1223369817798113
222,DBVPG_3856,3856,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,27568.5,26989.25,6572530.249999999,2563.6946483542065,75.34411762075726,74.89282947246815,1.389121036542055,1.1786097897701575,7.0266482131467605,7.0639714633315425,0.22426398236837222,0.47356518280841997,3.334184798058476,3.272304980901122,0.14298057738948325,0.3781277262903148
231,DBVPG_3857,3857,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,56711.0,54052.5,118399331.66666667,10881.145696417572,77.0000896067721,76.75878084259776,0.6391512386636072,0.7994693481701517,9.720748676011887,9.610799800978599,0.08474926905897552,0.29111727715643315,8.09289443802406,8.066697709889656,0.05855195840783837,0.24197511939833477
240,DBVPG_3858,3858,Rhodotorula,Rhodotorula mucilaginosa,Italy,insect,4,4,90.0,32172.0,31653.25,64505630.916666664,8031.539760012813,74.22075679405094,74.20558513448263,0.12389185284854677,0.3519827451005898,10.465283299326057,10.243487462504017,0.8552144894437731,0.9247780757802236,4.226553106039566,4.240353170808206,0.011255947947043937,0.10609405236413555
169,DBVPG_3983,3983,Rhodotorula,Rhodotorula mucilaginosa,Italy,cave,4,4,90.0,15664.0,20242.75,163542642.91666666,12788.379213827946,74.17256898592312,74.3751674128365,1.1258013282268335,1.061037854285526,6.460873010858487,7.2905689461300875,4.001254313442616,2.0003135537816608,3.0127483984866643,2.9528630502465685,0.08142907348736865,0.2853577990652589
178,DBVPG_3984,3984,Rhodotorula,Rhodotorula mucilaginosa,Italy,cave,4,3,90.0,32064.0,30444.5,28071009.666666668,5298.208156222881,73.6208278290429,73.54711703157572,0.6330253108304323,0.7956288775744834,7.366367530736912,7.419571430827373,0.09242788472958485,0.3040195466242012,3.024879107647893,3.145005712426846,0.18505418459918724,0.4301792470577669
196,DBVPG_4201,4201,Rhodotorula,Rhodotorula mucilaginosa,Italy,plant,4,4,90.0,29846.5,28287.0,26674332.66666666,5164.719998864088,76.26570599055219,76.13752027468817,0.7266563113725167,0.8524413829539933,10.31864663277246,10.126355650902662,0.5814099539395021,0.76250242880892,0.7926221367361874,0.8302945719846022,0.07598619812569841,0.27565594157517886
205,DBVPG_4202,4202,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,30784.0,54466.75,2387330588.25,48860.317111639786,74.59297965745941,74.36269569773847,0.7229151350817542,0.8502441620392075,10.796972429169106,8.432431200967622,23.399525024739052,4.837305554204639,2.0911799037476753,1.7603446649251204,0.5717542986145637,0.7561443636069528
214,DBVPG_4203,4203,Rhodotorula,Rhodotorula mucilaginosa,Italy,soil,4,4,90.0,25632.5,25189.0,1822430.0,1349.9740738251235,75.63897443763211,75.50284376481207,1.152840190127604,1.0737039583272494,9.788185339363444,9.806629862600994,0.15469408185452138,0.39331168537754047,0.4500977748588153,0.5375046809576095,0.047802415815648897,0.21863763586274185
223,DBVPG_4304,4304,Rhodotorula,Rhodotorula mucilaginosa,Italy,unknown,4,4,90.0,27565.5,27181.75,19051788.25,4364.835420723214,76.08582250602818,75.63663065827313,2.076263336434676,1.440924472841889,10.0881160746613,10.02384172624124,0.11251283944243601,0.33542933598961794,0.8182379270305518,0.8467714424197498,0.04041079252445945,0.20102435803767524
232,DBVPG_4376,4376,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,32503.5,30866.75,43704848.25,6610.96424510071,75.36770243303968,75.0243286035695,1.6505414193308765,1.2847339877697936,7.596553802504125,7.446339661338522,0.41170670424805184,0.641643751818758,3.719164182985529,3.7725893182250916,0.1650864198517513,0.40630828179074974
241,DBVPG_4377,4377,Rhodotorula,Rhodotorula mucilaginosa,Italy,marine,4,4,90.0,22769.0,19229.75,179415829.58333334,13394.619426595642,74.69544954016845,74.19008973725963,2.1220916440622655,1.4567400742968066,9.620689040594113,8.175479938238862,12.859350276265493,3.5859936246827733,1.4775264936698063,0.8416021627753123,2.226192142855359,1.4920429426981514
170,DBVPG_4378,4378,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,15979.0,19165.0,74167824.0,8612.074314588792,73.88487658536742,73.94751753617155,0.4415332874723253,0.6644797118590795,8.180574120550565,8.849483779354724,3.566737206154381,1.8885807385850308,2.165932659254055,3.0186675885696346,3.077346786333715,1.7542368102208195
179,DBVPG_4379,4379,Rhodotorula,Rhodotorula mucilaginosa,Italy,food,4,4,90.0,31603.5,26906.5,103871771.0,10191.750144111658,74.02912804276276,73.47575023113181,2.113504966519403,1.4537898632606443,12.604616191199153,12.10517325538809,1.44404267948655,1.2016832692047226,4.1616093526268605,4.225443418017452,0.04931161763077918,0.22206219315943715
188,DBVPG_4380,4380,Rhodotorula,Rhodotorula mucilaginosa,Italy,sand,4,4,90.0,31780.0,30951.5,26125512.999999996,5111.312258119239,76.40659529507026,76.37386755347406,0.6814036694906728,0.8254717860052352,5.106226858031082,5.08962044208558,0.1641439909360488,0.4051468757574823,1.811693671947573,1.8474338739729006,0.06278300757599813,0.25056537585228755
